Class,FileName,VertexCount,FaceCount,EdgeCount
PlantWildNonTree,m984.obj,2360,3440,0
PlantWildNonTree,m987.obj,2342,3397,0
Quadruped,D00111.obj,2315,4574,0
Quadruped,D00150.obj,2500,4800,0
Quadruped,D00218.obj,2500,4996,0
Quadruped,D00261.obj,2896,5788,0
Quadruped,D00326.obj,2500,4972,0
Quadruped,D00380.obj,2500,4922,0
Quadruped,D00509.obj,2500,4996,0
Quadruped,D00700.obj,2500,4860,0
Quadruped,D00757.obj,2500,4995,0
Quadruped,D00867.obj,2500,4990,0
Quadruped,m100.obj,2098,4192,0
Quadruped,m102.obj,2500,4950,0
Quadruped,m104.obj,2500,4996,0
Quadruped,m105.obj,2500,4955,0
Quadruped,m106.obj,2500,4996,0
Quadruped,m107.obj,2500,4972,0
Quadruped,m109.obj,2500,4944,0
Quadruped,m110.obj,2500,4996,0
Quadruped,m111.obj,2500,4965,0
Quadruped,m112.obj,2500,4967,0
Quadruped,m273.obj,2500,4972,0
Quadruped,m277.obj,2500,4976,0
Quadruped,m278.obj,2500,4930,0
Quadruped,m88.obj,2500,4984,0
Quadruped,m93.obj,2500,4908,0
Quadruped,m95.obj,2500,4996,0
RectangleTable,D00188.obj,2500,4960,0
RectangleTable,D00295.obj,2500,4980,0
RectangleTable,D00421.obj,2500,4976,0
RectangleTable,D00505.obj,2500,4956,0
RectangleTable,D00714.obj,2234,4404,0
RectangleTable,D00944.obj,2500,4964,0
RectangleTable,D00954.obj,2119,4051,0
RectangleTable,m870.obj,2500,4996,0
RectangleTable,m872.obj,2229,4413,0
RectangleTable,m875.obj,2500,4410,0
RectangleTable,m876.obj,2500,4926,0
RectangleTable,m877.obj,2651,5274,0
RectangleTable,m878.obj,2657,5176,0
RectangleTable,m881.obj,2500,4881,0
RectangleTable,m882.obj,2500,4876,0
RectangleTable,m883.obj,2500,4980,0
RectangleTable,m887.obj,2471,4878,0
RectangleTable,m889.obj,2500,4996,0
RectangleTable,m890.obj,2500,4963,0
RectangleTable,m891.obj,2500,4980,0
RectangleTable,m893.obj,2500,4924,0
RectangleTable,m894.obj,2636,4940,0
RectangleTable,m895.obj,2182,4096,0
RectangleTable,m896.obj,2280,4080,0
RectangleTable,m897.obj,2500,4734,0
RectangleTable,m898.obj,2355,4482,0
RectangleTable,m901.obj,2500,4980,0
RectangleTable,m902.obj,2500,4976,0
RectangleTable,m904.obj,2172,3952,0
RectangleTable,m906.obj,2676,5308,0
RectangleTable,m907.obj,2500,4708,0
RectangleTable,m908.obj,2355,4482,0
RectangleTable,m913.obj,2496,4972,0
RectangleTable,m914.obj,2714,5232,0
RectangleTable,m915.obj,2564,5108,0
RectangleTable,m917.obj,2689,5358,0
RectangleTable,m920.obj,2256,4131,0
Rocket,D00343.obj,2500,4902,0
Rocket,D00426.obj,2991,5846,0
Rocket,D00428.obj,2500,4988,0
Rocket,D00433.obj,2500,4964,0
Rocket,D00472.obj,2955,5826,0
Rocket,D00485.obj,2060,4064,0
Rocket,D00528.obj,2249,4482,0
Rocket,D00564.obj,2500,4391,0
Rocket,D00585.obj,2630,5236,0
Rocket,D00614.obj,2500,4666,0
Rocket,D00697.obj,2490,4976,0
Rocket,D00719.obj,2500,4988,0
Rocket,D00764.obj,2733,5430,0
Rocket,D00851.obj,2500,4988,0
Rocket,D00942.obj,2500,4996,0
RoundTable,D00083.obj,2962,5852,0
RoundTable,D00094.obj,2500,4957,0
RoundTable,D00344.obj,2500,4964,0
RoundTable,D00401.obj,2500,4479,0
RoundTable,D00492.obj,2500,4980,0
RoundTable,D00501.obj,2500,4980,0
RoundTable,D00503.obj,2540,4984,0
RoundTable,D00524.obj,2635,5250,0
RoundTable,D00646.obj,2500,4758,0
RoundTable,D00702.obj,2500,4953,0
RoundTable,D00756.obj,2500,4996,0
RoundTable,D00827.obj,2500,4972,0
RoundTable,D00909.obj,2981,5922,0
RoundTable,D00948.obj,2500,4984,0
RoundTable,m921.obj,2500,4758,0
RoundTable,m922.obj,2570,5120,0
RoundTable,m923.obj,2016,3996,0
RoundTable,m927.obj,2360,4684,0
RoundTable,m930.obj,2500,4976,0
RoundTable,m931.obj,2570,5120,0
RoundTable,m934.obj,2500,4980,0
RoundTable,m935.obj,2500,4977,0
RoundTable,m937.obj,2500,4996,0
Shelf,D00074.obj,2500,4784,0
Shelf,D00129.obj,2464,4768,0
Shelf,D00352.obj,2500,4996,0
Shelf,D00725.obj,2500,4912,0
Shelf,m846.obj,2099,4090,0
Shelf,m856.obj,2500,4968,0
Shelf,m857.obj,2500,4944,0
Shelf,m858.obj,2500,4391,0
Shelf,m859.obj,2556,4716,0
Shelf,m860.obj,2500,4972,0
Shelf,m862.obj,2500,4938,0
Shelf,m863.obj,2500,4652,0
Shelf,m864.obj,2500,4699,0
Shelf,m865.obj,2500,4724,0
Shelf,m866.obj,2500,4684,0
Ship,D00099.obj,2500,5000,0
Ship,D00175.obj,2500,4704,0
Ship,D00935.obj,2915,5782,0
Ship,D00949.obj,2500,4763,0
Ship,m1434.obj,2658,5181,0
Ship,m1439.obj,2500,4980,0
Ship,m1444.obj,2500,4502,0
Ship,m1449.obj,2608,5216,0
Ship,m1451.obj,2185,4295,0
Ship,m1452.obj,2500,4845,0
Ship,m1453.obj,2500,4896,0
Ship,m1454.obj,2293,4534,0
Ship,m1455.obj,2669,5286,0
Ship,m1459.obj,2500,4797,0
Ship,m1467.obj,2828,5584,0
Ship,m1469.obj,2885,5531,0
Ship,m1471.obj,2511,3552,0
Sign,m1670.obj,2841,4906,0
Sign,m1671.obj,2119,3688,0
Sign,m1672.obj,2500,4768,0
Sign,m1673.obj,2500,4854,0
Sign,m1674.obj,2435,4820,0
Sign,m1675.obj,2861,5430,0
Sign,m1676.obj,2500,4972,0
Sign,m1678.obj,2416,4601,0
Sign,m1679.obj,2500,4920,0
Sign,m1680.obj,2500,4988,0
Sign,m1681.obj,2500,4952,0
Sign,m1682.obj,2500,4820,0
Sign,m1683.obj,3000,5896,0
Sign,m1684.obj,2500,4988,0
Sign,m1685.obj,2453,4730,0
Skyscraper,D00059.obj,2500,3436,0
Skyscraper,D00300.obj,2500,3887,0
Skyscraper,D00589.obj,2500,4944,0
Skyscraper,D00641.obj,2335,4363,0
Skyscraper,D00872.obj,2500,4871,0
Spoon,D00422.obj,2500,4810,0
Spoon,D00474.obj,2248,4368,0
Spoon,D00842.obj,2457,4861,0
Spoon,D00927.obj,2128,4252,0
Starship,m1354.obj,2500,4920,0
Starship,m1361.obj,2500,4931,0
Starship,m1366.obj,2500,4918,0
Starship,m1369.obj,2546,4663,0
Starship,m1380.obj,2500,2456,0
SubmachineGun,D00052.obj,2253,4269,0
SubmachineGun,D00060.obj,2785,5377,0
SubmachineGun,D00062.obj,2500,4872,0
SubmachineGun,D00431.obj,2637,5142,0
SubmachineGun,D00489.obj,2357,4656,0
SubmachineGun,D00970.obj,2108,4080,0
Sword,D00066.obj,2500,4892,0
Sword,D00149.obj,2451,4868,0
Sword,D00177.obj,2500,4984,0
Sword,D00249.obj,2500,4970,0
Sword,D00484.obj,2500,4972,0
Sword,D00540.obj,2500,4904,0
Sword,D00635.obj,2500,4996,0
Sword,D00712.obj,2392,4670,0
Sword,D00992.obj,2500,4936,0
Sword,m687.obj,2500,4909,0
Sword,m691.obj,2500,4690,0
Sword,m695.obj,2500,4952,0
Sword,m697.obj,2500,4984,0
Sword,m700.obj,2500,4910,0
Sword,m701.obj,2253,4482,0
Sword,m703.obj,2500,4930,0
Sword,m704.obj,2682,5360,0
Sword,m705.obj,2500,4948,0
Sword,m709.obj,2500,4972,0
Sword,m710.obj,2500,4892,0
Sword,m712.obj,2500,4676,0
Sword,m713.obj,2822,5593,0
Sword,m714.obj,2500,4984,0
Sword,m718.obj,2500,4988,0
Sword,m719.obj,2500,4980,0
Sword,m721.obj,2822,5624,0
Tool,D01003.obj,2500,4996,0
Tool,D01012.obj,2500,4996,0
Tool,D01040.obj,2500,4996,0
Tool,D01044.obj,2500,4996,0
Tool,D01069.obj,2500,4996,0
Tool,D01084.obj,2500,4996,0
Tool,D01086.obj,2500,4996,0
Tool,D01111.obj,2500,4996,0
Tool,D01113.obj,2500,4996,0
Tool,D01127.obj,2500,4996,0
Tool,D01131.obj,2500,4996,0
Tool,D01140.obj,2500,4996,0
Tool,D01142.obj,2500,4996,0
Tool,D01148.obj,2500,4996,0
Tool,D01152.obj,2500,4996,0
Tool,D01154.obj,2500,4996,0
Tool,D01156.obj,2500,4996,0
Tool,D01159.obj,2500,4996,0
Tool,D01165.obj,2500,4996,0
Tool,D01176.obj,2500,4996,0
Tool,m1100.obj,2818,5624,0
Tool,m1101.obj,2056,4104,0
Tool,m1104.obj,2773,5530,0
Tool,m1105.obj,2594,5180,0
Tool,m1110.obj,2383,4750,0
Tool,m1111.obj,2500,4992,0
Tool,m1113.obj,2042,4076,0
Tool,m1117.obj,2325,4634,0
Tool,m587.obj,2500,4940,0
Tool,m588.obj,2500,4911,0
Tool,m589.obj,2354,4046,0
Train,m1578.obj,2640,5188,0
Train,m1584.obj,2375,4718,0
Train,m1585.obj,2500,4635,0
Train,m1586.obj,2500,4541,0
Train,m1588.obj,2500,4260,0
Tree,D00200.obj,14001,4836,0
Tree,D00221.obj,25080,11082,0
Tree,D00223.obj,31782,11805,0
Tree,D00367.obj,2783,3692,0
Tree,D00393.obj,6683,4956,0
Tree,D00439.obj,27472,10221,0
Tree,D00533.obj,22916,7922,0
Tree,D00573.obj,11908,4133,0
Tree,D00727.obj,16280,7723,0
Tree,D00765.obj,15048,6340,0
Tree,D00810.obj,5058,3020,0
Tree,D00911.obj,8989,6149,0
Tree,D00996.obj,18162,7246,0
Tree,m1050.obj,2500,1645,0
Tree,m1064.obj,2681,1800,0
Tree,m1065.obj,2500,1103,0
Tree,m1069.obj,3456,1702,0
Tree,m1070.obj,2669,3989,0
Tree,m1072.obj,2834,4049,0
Tree,m1078.obj,2500,4050,0
Tree,m1082.obj,2580,5136,0
Tree,m1089.obj,2500,4715,0
Tree,m1090.obj,2500,4964,0
Tree,m1091.obj,2457,3814,0
Tree,m1092.obj,2500,4964,0
Tree,m1096.obj,2477,4406,0
Tree,m1097.obj,2500,4639,0
Truck,m1572.obj,2500,4608,0
Truck,m1575.obj,2500,4265,0
Vase,m527.obj,2777,5550,0
Vase,m528.obj,2500,4992,0
Vase,m529.obj,2500,4626,0
Vase,m535.obj,2624,5120,0
Vase,m536.obj,2500,4996,0
Vase,m537.obj,2500,5000,0
Vase,m539.obj,2526,5004,0
Vase,m540.obj,2500,4996,0
Vase,m542.obj,2500,4978,0
Vase,m543.obj,2330,4560,0
Vase,m544.obj,2500,4996,0
Vase,m545.obj,2500,4996,0
Vase,m546.obj,2500,4996,0
Vase,m547.obj,2500,4876,0
Wheel,m733.obj,2214,4432,0
Wheel,m734.obj,2500,3846,0
Wheel,m735.obj,2315,4590,0
Wheel,m736.obj,2500,4964,0
Wheel,m741.obj,2452,4828,0
Wheel,m742.obj,2500,4996,0
Wheel,m743.obj,2500,4996,0
Wheel,m744.obj,2500,5000,0
Wheel,m745.obj,2500,5000,0
Wheel,m746.obj,2500,4893,0
Wheel,m747.obj,2500,4996,0
Wheel,m748.obj,2500,4996,0
Wheel,m749.obj,2382,4753,0
WheelChair,D00004.obj,2500,4817,0
WheelChair,D00088.obj,2500,4699,0
WheelChair,D00183.obj,2500,4580,0
WheelChair,D00290.obj,2500,4864,0
WheelChair,D00365.obj,2500,4924,0
WheelChair,D00628.obj,2500,4791,0
WheelChair,D00687.obj,2500,4892,0
WheelChair,D00720.obj,2500,4121,0
WheelChair,D00821.obj,2500,4892,0
WheelChair,D00846.obj,2500,4755,0
