class; scale_check ; X ; Y ; Z
Cellphone;1;1;0.265083;0.146982
Cellphone;1;1;0.46501;0.201093
Cellphone;1;1;0.385927;0.17286
Cellphone;1;1;0.4727;0.188917
Cellphone;1;1;0.334735;0.18038
Cellphone;1;1;0.472439;0.139486
Cellphone;1;1;0.359123;0.147988
Cellphone;1;1;0.505286;0.227129
Cellphone;1;1;0.319186;0.178754
Cellphone;1;1;0.356886;0.206756
Chess;1;1;0.619401;0.617398
Chess;1;1;0.435601;0.436631
Chess;1;1;0.515214;0.515217
Chess;1;1;0.37103;0.371119
Chess;1;1;0.381816;0.381817
Chess;1;1;0.355596;0.355494
Chess;1;1;0.597079;0.600189
Chess;1;1;0.394228;0.394128
Chess;1;1;0.558111;0.556907
Chess;1;1;0.639616;0.620279
Chess;1;1;0.387021;0.387021
Chess;1;1;0.42847;0.42847
Chess;1;1;0.426895;0.426094
Chess;1;1;0.507928;0.507929
Chess;1;1;0.410411;0.410415
Chess;1;1;0.435239;0.436006
Chess;1;1;0.42623;0.426452
Chess;1;1;0.651381;0.651076
Chess;1;1;0.453208;0.453209
Chess;1;1;0.768064;0.768066
Chess;1;0.995317;1;0.243083
Chess;1;0.999961;1;0.252727
Chess;1;1;0.994616;0.250067
Chess;1;1;0.99981;0.137816
Chess;1;1;0.566009;0.146996
Chess;1;1;0.428456;0.428456
Chess;1;1;0.394125;0.394181
Chess;1;1;0.435466;0.436501
Chess;1;1;0.556839;0.558064
Chess;1;1;0.381816;0.381817
Chess;1;1;0.370325;0.370701
Chess;1;1;0.355658;0.355556
Chess;1;1;0.597079;0.60019
Chess;1;1;0.640141;0.619977
Chess;1;1;0.507509;0.50751
Chess;1;1;0.770104;0.770105
Chess;1;1;0.453108;0.453107
Chess;1;1;0.649394;0.649617
Chess;1;1;0.515223;0.515256
Chess;1;1;0.410073;0.410076
Chess;1;1;0.387021;0.387021
Chess;1;1;0.427523;0.426791
City;1;0.750798;1;0.30875
City;1;1;0.907004;0.662674
City;1;1;0.868036;0.361472
City;1;1;0.94475;0.197132
City;1;1;0.967016;0.04003
City;1;1;0.81349;0.526853
City;1;1;0.853342;0.0823043
City;1;1;0.769401;0.179451
City;1;0.980144;1;0.0596362
City;1;1;0.960593;0.0729633
City;1;1;0.529228;0.264463
City;1;0.998361;1;0.24066
City;0;-3.40282e+38;-3.40282e+38;-3.40282e+38
City;1;1;0.552282;0.154173
City;1;1;0.849243;0.339928
City;1;1;0.999785;0.26715
City;1;1;0.991272;0.0397568
City;1;0.658016;1;0.318582
City;1;1;0.772925;0.292972
City;1;1;0.24735;4.90131e-06
City;1;1;0.55217;0.154127
City;1;1;0.765119;0.179239
City;1;1;0.999785;0.266948
City;1;1;0.991272;0.0397568
City;1;1;0.96336;0.0399198
City;1;1;0.980265;0.0593934
City;1;1;0.867922;0.361674
ClassicPiano;1;1;0.747592;0.959649
ClassicPiano;1;1;0.714803;0.565212
ClassicPiano;1;1;0.938876;0.351536
ClassicPiano;1;1;0.781336;0.955765
ClassicPiano;1;1;0.74111;0.815908
ClassicPiano;1;1;0.759569;0.572734
ClassicPiano;1;1;0.713271;0.52766
ClassicPiano;1;1;0.568918;0.516519
ClassicPiano;1;1;0.598103;0.684077
ClassicPiano;1;1;0.570249;0.386415
ClassicPiano;1;1;0.807888;0.8517
ClassicPiano;1;1;0.679073;0.632016
ClassicPiano;1;0.454934;1;0.274326
ClassicPiano;1;1;0.66287;0.695204
ClassicPiano;1;1;0.90822;0.666125
ClassicPiano;1;1;0.582606;0.665656
ClassicPiano;1;1;0.792119;0.7709
ClassicPiano;1;1;0.803034;0.773312
ClassicPiano;1;1;0.778102;0.497303
ClassicPiano;1;1;0.73912;0.514275
Computer;1;1;0.921239;0.486197
Computer;1;1;0.997671;0.390737
Computer;1;1;0.740397;0.622305
Computer;1;1;0.679365;0.521663
Computer;1;0.919636;1;0.831717
Computer;1;1;0.881129;0.91034
Computer;1;0.990257;1;0.773652
Computer;1;1;0.783494;0.351019
Computer;1;1;0.725754;0.569532
Computer;1;1;0.817547;0.6905
Computer;1;0.920957;0.764607;1
Computer;1;0.794456;0.907637;1
Computer;1;1;0.727721;0.623775
Computer;1;1;0.92452;0.733588
Computer;1;0.920667;1;0.834628
Computer;1;1;0.52268;0.288827
Computer;1;1;0.931272;0.795125
Computer;1;0.918333;1;0.72385
Computer;1;1;0.72562;0.532583
Computer;1;0.898054;1;0.928762
Computer;1;1;0.924626;0.733738
Computer;1;1;0.52268;0.288827
Computer;1;1;0.725784;0.569211
Computer;1;1;0.921355;0.485561
Computer;1;1;0.727631;0.623793
Computer;1;0.919841;1;0.832157
Computer;1;0.918753;1;0.728196
Computer;1;1;0.67797;0.521594
Computer;1;1;0.765999;0.847528
Computer;1;1;0.740508;0.622257
Computer;1;0.910313;1;0.935403
Computer;1;1;0.817231;0.690441
Computer;1;0.991676;1;0.806463
ComputerKeyboard;1;1;0.293047;0.0422996
ComputerKeyboard;1;1;0.26619;0.068128
ComputerKeyboard;1;1;0.364507;0.074899
ComputerKeyboard;1;1;0.437737;0.0398873
ComputerKeyboard;1;1;0.271743;0.0425265
ComputerKeyboard;1;1;0.336344;0.0699872
ComputerKeyboard;1;1;0.506768;0.0790265
ComputerKeyboard;1;1;0.543645;0.0741765
ComputerKeyboard;1;1;0.305899;0.0364121
ComputerKeyboard;1;1;0.40034;0.0703867
ComputerKeyboard;1;1;0.473143;0.0673538
ComputerKeyboard;1;1;0.380828;0.0768959
ComputerKeyboard;1;1;0.398413;0.116062
ComputerKeyboard;1;1;0.410235;0.116453
ComputerKeyboard;1;1;0.346626;0.0679178
ComputerKeyboard;1;1;0.524387;0.0653813
ComputerKeyboard;1;1;0.402376;0.0471863
ComputerKeyboard;1;1;0.356982;0.124417
ComputerKeyboard;1;1;0.368009;0.0414101
ComputerKeyboard;1;1;0.350015;0.0844281
Cup;1;0.952584;1;0.99902
Cup;1;1;0.405052;0.403167
Cup;1;1;0.637871;0.63792
Cup;1;1;0.993974;0.994098
Cup;1;1;0.842894;0.842568
Cup;1;1;0.484833;0.483948
Cup;1;1;0.425631;0.426486
Cup;1;1;0.307517;0.307517
Cup;1;1;0.826597;0.826597
Cup;1;1;0.369485;0.369484
Cup;1;1;0.804074;0.807539
Cup;1;1;0.466974;0.443913
Cup;1;1;0.546931;0.54693
Cup;1;1;0.538214;0.538215
Cup;1;1;0.623069;0.623114
Cup;1;1;0.298499;0.296895
Cup;1;1;0.642959;0.642904
Cup;1;1;0.46384;0.463841
Cup;1;1;0.992372;0.992524
Cup;1;1;0.59563;0.596126
Cup;1;1;0.325811;0.32485
Cup;1;1;0.755391;0.755392
Cup;1;1;0.60816;0.607314
Cup;1;1;0.412004;0.409855
Cup;1;0.919856;1;0.999959
Cup;1;1;0.701174;0.701174
Cup;1;1;0.813483;0.805056
Cup;1;1;0.675192;0.675505
Cup;1;1;0.676359;0.675986
Cup;1;1;0.735021;0.500707
DeskLamp;1;1;0.75782;0.825565
DeskLamp;1;1;0.840888;0.379785
DeskLamp;1;1;0.476828;0.202483
DeskLamp;1;1;0.464115;0.38226
DeskLamp;1;1;0.2089;0.134513
DeskLamp;1;1;0.417762;0.221634
DeskLamp;1;1;0.480478;0.409739
DeskLamp;1;1;0.541054;0.393655
DeskLamp;1;1;0.400258;0.315477
DeskLamp;1;1;0.301808;0.203576
DeskLamp;1;1;0.468256;0.397509
DeskLamp;1;1;0.788238;0.359587
DeskLamp;1;1;0.294398;0.313103
DeskLamp;1;1;0.370751;0.422084
DeskLamp;1;1;0.538027;0.483388
DeskLamp;1;1;0.282098;0.223917
DeskLamp;1;1;0.81612;0.677108
DeskLamp;1;1;0.425707;0.272566
DeskLamp;1;1;0.696658;0.406405
DeskLamp;1;1;0.802672;0.354372
DeskLamp;1;1;0.934255;0.479051
DeskLamp;1;1;0.694548;0.137146
DeskLamp;1;1;0.371577;0.42283
DeskLamp;1;1;0.558878;0.416659
DeskLamp;1;1;0.644194;0.589204
DeskLamp;1;1;0.355993;0.177333
DeskLamp;1;1;0.516907;0.415165
DeskLamp;1;1;0.444751;0.204038
DeskLamp;1;1;0.841379;0.36494
DeskLamp;1;1;0.42737;0.1961
DeskLamp;1;1;0.69636;0.40648
DeskPhone;1;1;0.878527;0.299681
DeskPhone;1;1;0.768;0.202455
DeskPhone;1;1;0.820196;0.190754
DeskPhone;1;1;0.716293;0.5815
DeskPhone;1;1;0.975716;0.276746
DeskPhone;1;1;0.696402;0.574666
DeskPhone;1;1;0.750936;0.610026
DeskPhone;1;1;0.644145;0.330173
DeskPhone;1;1;0.375505;0.231223
DeskPhone;1;1;0.79637;0.36488
DeskPhone;1;1;0.66811;0.259197
DeskPhone;1;1;0.861326;0.279159
DeskPhone;1;1;0.0891899;0.00356417
DeskPhone;1;1;0.75214;0.229619
DeskPhone;1;1;0.91228;0.310307
DeskPhone;1;1;0.847233;0.465865
DeskPhone;1;1;0.470903;0.225424
DeskPhone;1;1;0.944604;0.336511
DeskPhone;1;1;0.731145;0.29814
DeskPhone;1;1;0.86153;0.398775
Door;1;1;0.430809;0.0648791
Door;1;1;0.493482;0.340592
Door;1;1;0.566303;0.207417
Door;1;1;0.60245;0.116902
Door;1;1;0.898288;0.13257
Door;1;1;0.624221;0.0665609
Door;1;1;0.497067;0.0434341
Door;1;1;0.753055;0.178576
Door;1;1;0.572608;0.0330382
Door;1;1;0.502822;0.0980059
Door;1;1;0.574393;0.0969287
Door;1;1;0.697665;0.0379141
Door;1;1;0.50589;0.11573
Door;1;0.644568;1;0.0566851
Door;1;1;0.329262;0.048296
Door;1;0.977039;1;0.141314
Door;1;1;0.83042;0.118125
Door;1;1;0.671165;0.0488916
Door;1;1;0.511457;0.057
Door;1;1;0.522324;0.0100802
Door;1;1;0.493482;0.340592
Door;1;1;0.572589;0.0330029
Door;1;1;0.558468;0.100326
Door;1;1;0.329263;0.0482959
Door;1;1;0.624201;0.06656
Door;1;1;0.430777;0.0644145
Door;1;1;0.493863;0.0433812
Door;1;1;0.567284;0.207365
Door;1;1;0.508946;0.115754
Door;1;1;0.610675;0.115233
Door;1;1;0.50989;0.0976235
Door;1;1;0.578601;0.0966794
Door;1;1;0.830295;0.117792
Door;1;1;0.749927;0.178698
Door;1;1;0.890488;0.135648
Door;1;1;0.673151;0.0487182
Door;1;1;0.746528;0.150549
Door;1;0.977039;1;0.141314
Door;1;0.815308;1;0.0948298
Door;1;0.999587;1;0.0996433
Door;1;1;0.712761;0.191943
Door;1;1;0.712761;0.191943
Door;1;0.996823;1;0.0912047
Door;1;1;0.915152;0.0875134
Drum;1;1;0.454507;0.462339
Drum;1;1;0.69592;0.678878
Drum;1;1;0.732201;0.672654
Drum;1;1;0.453394;0.385916
Drum;1;1;0.558923;0.559
Drum;1;1;0.681097;0.679291
Drum;1;1;0.814094;0.689223
Drum;1;1;0.573796;0.57111
Drum;1;1;0.999795;0.770819
Drum;1;1;0.841885;0.806336
Drum;1;1;0.99667;0.721954
Drum;1;1;0.793559;0.762539
Drum;1;1;0.997192;0.456863
Drum;1;1;0.913327;0.818289
Drum;1;1;0.697408;0.697278
Drum;1;1;0.923425;0.292738
Drum;1;0.911466;0.985866;1
Drum;1;1;0.95544;0.878552
Drum;1;1;0.602983;0.624109
Drum;1;1;0.997295;0.271029
Fish;1;1;0.441089;0.35943
Fish;1;1;0.440536;0.271131
Fish;1;1;0.317443;0.296316
Fish;1;1;0.361227;0.22455
Fish;1;1;0.574473;0.369859
Fish;1;1;0.349638;0.345391
Fish;1;1;0.651702;0.46405
Fish;1;1;0.524113;0.352838
Fish;1;1;0.504695;0.356777
Fish;1;1;0.447294;0.283664
Fish;1;1;0.412546;0.377943
Fish;1;1;0.530882;0.350128
Fish;1;1;0.392032;0.346804
Fish;1;1;0.427605;0.385686
Fish;1;1;0.47041;0.445455
Fish;1;1;0.329504;0.397445
Fish;1;1;0.361971;0.289451
Fish;1;1;0.577513;0.439762
Fish;1;1;0.419396;0.419294
Fish;1;1;0.396775;0.648221
FloorLamp;1;1;0.531668;0.53167
FloorLamp;1;1;0.70896;0.708666
FloorLamp;1;1;0.656031;0.655908
FloorLamp;1;1;0.553736;0.333043
FloorLamp;1;1;0.683951;0.683951
FloorLamp;1;1;0.897503;0.897503
FloorLamp;1;1;0.605204;0.605202
FloorLamp;1;1;0.8435;0.84825
FloorLamp;1;1;0.851282;0.851291
FloorLamp;1;1;0.594631;0.494477
FloorLamp;1;1;0.687036;0.687076
FloorLamp;1;1;0.60915;0.609153
FloorLamp;1;1;0.657088;0.657086
FloorLamp;1;1;0.650833;0.650811
FloorLamp;1;1;0.51405;0.51405
FloorLamp;1;1;0.996993;0.950411
FloorLamp;1;1;0.567966;0.567955
FloorLamp;1;1;0.53814;0.537784
FloorLamp;1;1;0.621875;0.622282
FloorLamp;1;1;0.610411;0.601999
FloorLamp;1;1;0.386865;0.411044
FloorLamp;1;1;0.112349;0.112348
FloorLamp;1;1;0.154817;0.154817
FloorLamp;1;1;0.104537;0.0961996
FloorLamp;1;1;0.143546;0.141592
FloorLamp;1;1;0.145143;0.0676671
FloorLamp;1;1;0.178361;0.178598
FloorLamp;1;1;0.301928;0.136817
Glasses;1;1;0.886812;0.255493
Glasses;1;1;0.939862;0.355789
Glasses;1;1;0.910326;0.246763
Glasses;1;1;0.753957;0.186286
Glasses;1;1;0.908638;0.351423
Glasses;1;1;0.886821;0.255428
Glasses;1;1;0.872634;0.251098
Glasses;1;0.89905;1;0.177765
Glasses;1;1;0.993899;0.34275
Glasses;1;0.845558;1;0.175222
Glasses;1;1;0.900467;0.257579
Glasses;1;0.991279;1;0.191466
Glasses;1;1;0.94076;0.40379
Glasses;1;1;0.963035;0.158909
Glasses;1;1;0.853046;0.316256
Glasses;1;0.90723;1;0.193209
Glasses;1;1;0.872783;0.338462
Glasses;1;1;0.968967;0.177451
Glasses;1;1;0.910269;0.204477
Glasses;1;1;0.773895;0.208862
Guitar;1;1;0.347725;0.0848301
Guitar;1;1;0.268035;0.0381458
Guitar;1;1;0.368441;0.0584752
Guitar;1;1;0.28762;0.100282
Guitar;1;1;0.313252;0.0606127
Guitar;1;1;0.342023;0.109754
Guitar;1;1;0.414715;0.0963631
Guitar;1;1;0.348855;0.115123
Guitar;1;1;0.285875;0.0899097
Guitar;1;1;0.310022;0.144204
Guitar;1;1;0.391835;0.105139
Guitar;1;1;0.305225;0.067378
Guitar;1;1;0.385675;0.14098
Guitar;1;1;0.256184;0.0851343
Guitar;1;1;0.320894;0.101922
Guitar;1;1;0.279805;0.057699
Guitar;1;1;0.353733;0.0931587
Guitar;1;1;0.392362;0.0287194
Guitar;1;1;0.378594;0.194047
Guitar;1;1;0.329513;0.125576
Gun;1;1;0.557011;0.120447
Gun;1;1;0.424991;0.118553
Gun;1;1;0.391933;0.128637
Gun;1;1;0.425353;0.115189
Gun;1;1;0.571216;0.141975
Gun;1;1;0.61521;0.152944
Gun;1;1;0.491489;0.137691
Gun;1;1;0.560547;0.209011
Gun;1;1;0.281038;0.0702783
Gun;1;1;0.548646;0.165517
Gun;1;1;0.409084;0.154584
Gun;1;1;0.504631;0.152444
Gun;1;1;0.522728;0.101762
Gun;1;1;0.211314;0.0553317
Gun;1;1;0.605495;0.168154
Gun;1;1;0.406981;0.101679
Gun;1;1;0.483268;0.132825
Gun;1;1;0.317357;0.131762
Gun;1;1;0.584633;0.0936566
Gun;1;1;0.525634;0.172527
Gun;1;1;0.560642;0.106655
Gun;1;1;0.587509;0.109293
Gun;1;1;0.534784;0.123479
Gun;1;1;0.540528;0.209154
Gun;1;1;0.618631;0.173169
Gun;1;1;0.368201;0.13744
Gun;1;1;0.513452;0.0846076
Gun;1;1;0.425548;0.115193
Gun;1;1;0.497261;0.13758
Gun;1;1;0.83092;0.224982
Gun;1;1;0.546941;0.165208
Gun;1;1;0.278407;0.136487
Gun;1;1;0.344645;0.124519
Gun;1;1;0.49619;0.109777
Gun;1;1;0.627233;0.114443
Gun;1;1;0.519842;0.110477
Gun;1;1;0.506189;0.15245
Gun;1;1;0.669514;0.164482
Gun;1;1;0.511952;0.215577
Gun;1;1;0.375041;0.083977
Gun;1;1;0.254627;0.0725915
Gun;1;1;0.127072;0.0783331
Gun;1;1;0.35389;0.0474929
Gun;1;1;0.221552;0.0530535
Gun;1;1;0.214053;0.0461873
Gun;1;1;0.276295;0.0762852
Gun;1;1;0.224968;0.0780278
Gun;1;1;0.256621;0.184033
Gun;1;1;0.096965;0.0367572
Gun;1;1;0.209545;0.0417059
Gun;1;1;0.211291;0.0553434
Gun;1;1;0.0886852;0.0321971
Gun;1;1;0.220826;0.0521217
Gun;1;1;0.25871;0.0602977
Gun;1;1;0.162046;0.0694221
Gun;1;1;0.526563;0.299886
Gun;1;1;0.313346;0.171431
Gun;1;1;0.225277;0.0839383
Hand;1;1;0.558247;0.478907
Hand;1;1;0.41459;0.349223
Hand;1;1;0.428055;0.391165
Hand;1;1;0.857065;0.248998
Hand;1;1;0.555257;0.333988
Hand;1;1;0.54956;0.359206
Hand;1;1;0.586409;0.33902
Hand;1;1;0.471369;0.357879
Hand;1;1;0.863991;0.324254
Hand;1;1;0.155091;0.112294
Hand;1;1;0.894854;0.240517
Hand;1;1;0.602303;0.281837
Hand;1;1;0.34259;0.257825
Hand;1;1;0.820602;0.709671
Hand;1;1;0.523553;0.231622
Hand;1;1;0.424276;0.259087
Hand;1;1;0.767268;0.321044
Hand;1;1;0.678596;0.383224
Hand;1;1;0.238359;0.15466
Hand;1;1;0.474177;0.39118
Hand;1;1;0.424179;0.259948
Hand;1;1;0.343051;0.258578
Hand;1;1;0.555341;0.334005
Hand;1;1;0.549581;0.359251
Hand;1;1;0.767419;0.321393
Hand;1;1;0.893687;0.240429
Hand;1;1;0.863905;0.324288
Hand;1;1;0.427986;0.390904
Hand;1;1;0.586427;0.339172
Hand;1;1;0.820602;0.709671
Hand;1;1;0.666346;0.55398
Hand;1;1;0.857043;0.248989
Hand;1;1;0.558262;0.479117
Hand;1;1;0.602225;0.281943
Hand;1;1;0.238384;0.154653
Hand;1;1;0.52361;0.23142
Hand;1;1;0.155165;0.112257
Hat;1;0.772731;1;0.38446
Hat;1;1;0.808032;0.846527
Hat;1;1;0.742447;0.30482
Hat;1;1;0.917688;0.423937
Hat;1;1;0.871614;0.483582
Hat;1;1;0.855047;0.731746
Hat;1;1;0.784338;0.462531
Hat;1;1;0.938542;0.695521
Hat;1;1;0.828272;0.693998
Hat;1;1;0.806121;0.621009
Hat;1;1;0.776437;0.663597
Hat;1;1;0.80498;0.486953
Hat;1;0.938605;1;0.638119
Hat;1;1;0.734794;0.666706
Hat;1;1;0.815179;0.530611
Helicopter;1;1;0.283435;0.176512
Helicopter;1;1;0.36709;0.822274
Helicopter;1;1;0.804429;0.270823
Helicopter;1;1;0.424046;0.656565
Helicopter;1;1;0.751659;0.352039
Helicopter;1;1;0.758962;0.271333
Helicopter;1;1;0.202761;0.860444
Helicopter;1;1;0.599623;0.650208
Helicopter;1;1;0.471624;0.272508
Helicopter;1;1;0.80122;0.292938
Helicopter;1;1;0.278846;0.67613
Helicopter;1;1;0.93678;0.196915
Helicopter;1;1;0.284555;0.754723
Helicopter;1;1;0.854692;0.260243
Helicopter;1;0.873371;1;0.314228
Helicopter;1;0.991594;1;0.347862
Helicopter;1;1;0.766206;0.174996
Helicopter;1;1;0.667105;0.39665
Helicopter;1;1;0.673066;0.175404
Helicopter;1;1;0.328388;0.599448
Helicopter;1;1;0.34013;0.199719
Helicopter;1;1;0.4937;0.266788
Helicopter;1;1;0.294374;0.151361
Helicopter;1;1;0.357885;0.738341
Helicopter;1;1;0.767704;0.277074
Helicopter;1;1;0.933769;0.198136
Helicopter;1;1;0.33107;0.593317
Helicopter;1;1;0.748916;0.355887
Helicopter;1;1;0.865615;0.202565
Helicopter;1;0.873429;1;0.314934
Helicopter;1;0.837276;1;0.239782
Helicopter;1;1;0.787117;0.381606
Helicopter;1;0.79179;1;0.182277
Helicopter;1;1;0.569863;0.230587
Helicopter;1;1;0.673081;0.175457
Helicopter;1;1;0.768038;0.169522
Helicopter;1;0.715251;1;0.168964
Helicopter;1;1;0.319296;0.759804
Helicopter;1;1;0.283044;0.675725
Helicopter;1;1;0.868286;0.294453
Helicopter;1;1;0.513977;0.812121
Helicopter;1;1;0.886958;0.303528
Helicopter;1;1;0.890687;0.312629
Helicopter;1;1;0.307727;0.76254
Helicopter;1;1;0.797164;0.207268
Helicopter;1;1;0.664913;0.783566
Helicopter;1;1;0.27741;0.241081
Helicopter;1;1;0.757778;0.263004
Helicopter;1;1;0.695608;0.268635
Helicopter;1;1;0.689603;0.286121
Helicopter;1;1;0.753603;0.29854
House;1;0.821679;1;0.481903
House;1;1;0.990027;0.522209
House;1;1;0.683843;0.573577
House;1;1;0.865428;0.439096
House;1;1;0.988837;0.673633
House;1;1;0.906848;0.983902
House;1;1;0.891274;0.509223
House;0;-3.40282e+38;-3.40282e+38;-3.40282e+38
House;1;1;0.584441;0.827785
House;1;1;0.504886;0.439796
House;1;1;0.845091;0.83144
House;1;1;0.98573;0.447727
House;1;1;0.916282;0.666461
House;1;0.984092;1;0.580043
House;1;1;0.888023;0.636255
House;1;1;0.990174;0.684784
House;1;1;0.654466;0.458762
House;1;1;0.508727;0.44516
House;1;1;0.946214;0.760678
House;1;0.954517;1;0.524348
House;1;1;0.367459;0.313654
House;1;0.974378;1;0.530971
House;1;1;0.842345;0.43512
House;1;1;0.51985;0.157798
House;1;0.88617;1;0.364728
House;1;1;0.929596;0.219063
House;1;1;0.930386;0.697379
House;1;1;0.616875;0.56165
House;1;1;0.49502;0.385321
House;1;1;0.651456;0.158334
House;1;1;0.687569;0.375538
House;1;1;0.691727;0.484904
House;1;1;0.604251;0.490156
House;1;1;0.690858;0.27753
House;1;1;0.477259;0.470907
House;1;1;0.88274;0.728296
House;1;1;0.63532;0.476694
House;1;1;0.555111;0.2454
House;1;1;0.881847;0.802076
House;1;1;0.789286;0.818509
House;1;1;0.540882;0.50768
House;1;1;0.696397;0.494859
House;1;1;0.604116;0.489856
House;1;1;0.841931;0.659773
House;1;1;0.916022;0.76463
House;1;1;0.671522;0.579332
HumanHead;1;0.924375;1;0.696002
HumanHead;1;1;0.821915;0.60221
HumanHead;1;1;0.786198;0.727334
HumanHead;1;1;0.681926;0.782719
HumanHead;1;1;0.905409;0.645097
HumanHead;1;0.873634;0.607311;1
HumanHead;1;1;0.934858;0.92864
HumanHead;1;1;0.871012;0.666728
HumanHead;1;1;0.858064;0.72176
HumanHead;1;1;0.730915;0.872123
HumanHead;1;0.905293;1;0.67898
HumanHead;1;1;0.974595;0.797455
HumanHead;1;0.98899;1;0.528795
HumanHead;1;0.945386;0.67193;1
HumanHead;1;0.884019;1;0.832319
HumanHead;1;1;0.676113;0.539786
HumanHead;1;0.942519;0.747346;1
HumanHead;1;1;0.950747;0.760524
HumanHead;1;0.856298;1;0.834654
HumanHead;1;1;0.782032;0.632386
HumanHead;1;1;0.907119;0.760565
HumanHead;1;1;0.754419;0.746179
HumanHead;1;0.704108;1;0.991068
HumanHead;1;1;0.788811;0.651446
HumanHead;1;1;0.569774;0.773663
HumanHead;1;1;0.93713;0.971332
HumanHead;1;0.835533;1;0.57298
HumanHead;1;0.785937;1;0.566103
HumanHead;1;1;0.763501;0.591504
HumanHead;1;1;0.853322;0.744841
HumanHead;1;0.899183;1;0.817737
HumanHead;1;1;0.773409;0.735096
HumanHead;1;1;0.698733;0.940147
HumanHead;1;0.824321;0.873082;1
HumanHead;1;1;0.700462;0.525306
HumanHead;1;1;0.730778;0.573703
HumanHead;1;1;0.837946;0.689378
HumanHead;1;1;0.85877;0.724242
HumanHead;1;1;0.979458;0.643117
HumanHead;1;1;0.732264;0.831205
HumanHead;1;1;0.8897;0.705986
HumanHead;1;1;0.658127;0.853961
HumanHead;1;1;0.74135;0.716967
HumanHead;1;1;0.784498;0.646864
HumanHead;1;1;0.680207;0.575306
HumanHead;1;1;0.767115;0.684373
HumanHead;1;1;0.650881;0.600746
HumanHead;1;1;0.601063;0.579624
HumanHead;1;1;0.71381;0.828411
HumanHead;1;1;0.999968;0.767628
HumanHead;1;1;0.681401;0.526058
Humanoid;1;1;0.269809;0.160559
Humanoid;1;1;0.254637;0.193393
Humanoid;1;1;0.249453;0.202322
Humanoid;1;1;0.309461;0.131989
Humanoid;1;1;0.264556;0.242129
Humanoid;1;1;0.294985;0.201991
Humanoid;1;1;0.274931;0.200975
Humanoid;1;1;0.325272;0.253541
Humanoid;1;1;0.24342;0.145324
Humanoid;1;1;0.280705;0.176272
Humanoid;1;1;0.255461;0.187343
Humanoid;1;1;0.273028;0.140755
Humanoid;1;1;0.31283;0.168251
Humanoid;1;1;0.29135;0.186214
Humanoid;1;1;0.315856;0.197589
Humanoid;1;1;0.222558;0.161888
Humanoid;1;1;0.283669;0.232263
Humanoid;1;1;0.263762;0.159358
Humanoid;1;1;0.404917;0.208706
Humanoid;1;1;0.376731;0.222452
Humanoid;1;1;0.525737;0.23594
Humanoid;1;1;0.392023;0.187456
Humanoid;1;1;0.301214;0.281937
Humanoid;1;1;0.404144;0.173772
Humanoid;1;1;0.31466;0.187017
Humanoid;1;1;0.61717;0.192032
Humanoid;1;1;0.384632;0.326428
Humanoid;1;1;0.346014;0.22127
Humanoid;1;1;0.543018;0.251537
Humanoid;1;1;0.308751;0.181517
Humanoid;1;1;0.376176;0.203861
Humanoid;1;1;0.284234;0.221206
Humanoid;1;1;0.366858;0.218787
Humanoid;1;1;0.316384;0.215922
Humanoid;1;1;0.28688;0.181379
Humanoid;1;1;0.509461;0.19634
Humanoid;1;1;0.405524;0.178617
Humanoid;1;1;0.389524;0.232694
Humanoid;1;1;0.351597;0.196977
Humanoid;1;1;0.296615;0.160023
Humanoid;1;1;0.367499;0.362785
Humanoid;1;1;0.334154;0.16375
Humanoid;1;1;0.357866;0.217617
Humanoid;1;1;0.262412;0.139324
Humanoid;1;1;0.308571;0.168761
Humanoid;1;1;0.318785;0.167126
Humanoid;1;1;0.319854;0.219516
Humanoid;1;1;0.498913;0.363374
Humanoid;1;1;0.39192;0.172215
Humanoid;1;1;0.305389;0.207225
Humanoid;1;1;0.34163;0.142105
Humanoid;1;1;0.484785;0.176488
Humanoid;1;1;0.303704;0.125338
Humanoid;1;1;0.275551;0.150819
Humanoid;1;1;0.387631;0.236322
Humanoid;1;1;0.313112;0.302399
Humanoid;1;1;0.424119;0.166691
Humanoid;1;1;0.372334;0.197662
Humanoid;1;1;0.333514;0.182139
Humanoid;1;1;0.385029;0.165606
Humanoid;1;1;0.287425;0.154792
Humanoid;1;1;0.440024;0.217179
Humanoid;1;1;0.387766;0.146865
Humanoid;1;1;0.907366;0.351018
Humanoid;1;1;0.262408;0.144429
Humanoid;1;1;0.269919;0.270269
Humanoid;1;1;0.309185;0.155932
Humanoid;1;1;0.541055;0.394838
Humanoid;1;1;0.293252;0.194043
Humanoid;1;1;0.26708;0.151874
Humanoid;1;1;0.492893;0.387464
Humanoid;1;1;0.520849;0.193263
Humanoid;1;1;0.25991;0.21625
Humanoid;1;1;0.544798;0.364501
Humanoid;1;1;0.390781;0.205557
Humanoid;1;1;0.493274;0.218272
Humanoid;1;1;0.436988;0.157094
Humanoid;1;1;0.285015;0.1582
Humanoid;1;1;0.404054;0.305809
Humanoid;1;1;0.369847;0.205049
Humanoid;1;1;0.280517;0.175383
Humanoid;1;1;0.33184;0.175136
Humanoid;1;1;0.337727;0.345665
Humanoid;1;1;0.368617;0.214678
Humanoid;1;1;0.273218;0.249649
Humanoid;1;1;0.332249;0.317623
Humanoid;1;1;0.350783;0.140236
Humanoid;1;1;0.703553;0.411405
Humanoid;1;1;0.337394;0.160436
