class; vertices;faces;triangles;quads;bmin; bmax
BuildingNonResidential;508;956;956;0;(0, 0, 0);(0.695588, 0.460882, 0.975)
BuildingNonResidential;7056;13542;13542;0;(0, 0, 0);(0.515574, 0.412632, 0.975)
BuildingNonResidential;1576;2836;2836;0;(0, 0, 0);(0.713878, 0.643535, 0.975)
BuildingNonResidential;7226;12960;12960;0;(0, 0, 0);(0.66475, 0.403287, 0.975)
BuildingNonResidential;6853;11000;11000;0;(0, 0, 0);(0.587413, 0.32854, 0.975)
BuildingNonResidential;14464;28562;28562;0;(0, 0, 0);(0.191721, 0.659424, 0.975)
BuildingNonResidential;118;248;248;0;(0, 0, 0);(0.253, 0.975, 0.241728)
BuildingNonResidential;358;704;704;0;(0, 0, 0);(0.479545, 0.975, 0.479545)
BuildingNonResidential;1361;2670;2670;0;(0, 0, 0);(0.968491, 0.829063, 0.975)
BuildingNonResidential;112;178;178;0;(0, 0, 0);(0.975, 0.531667, 0.975)
BuildingNonResidential;1047;1708;1708;0;(0, 0, 0);(0.975, 0.305965, 0.405)
BuildingNonResidential;1750;2980;2980;0;(0, 0, 0);(0.975, 0.167204, 0.850572)
BuildingNonResidential;648;1056;1056;0;(0, 0, 0);(0.975, 0.298318, 0.51947)
BuildingNonResidential;473;760;760;0;(0, 0, 0);(0.975, 0.215, 0.975)
Bus;12919;75870;75870;0;(-1.27166, -10.3559, -0.038539);(4.24847, 14.7305, 6.70683)
Bus;7643;53259;53259;0;(-2.40609e-05, 0, 0);(6.85437, 2.27924, 3.89766)
Bus;9415;54282;54282;0;(0, 0, 0);(5.83221, 13.4614, 4.19794)
Bus;5976;42567;42567;0;(0, 0, 0);(3.75681, 14.485, 4.0961)
Bus;13436;86502;86502;0;(-5.6355, -6.26706, 0);(36.5496, 1.52923, 10.3619)
Bus;11096;67185;67185;0;(-0.641156, -14.5646, -0.363642);(2.90488, 0, 3.2131)
Bus;4964;34821;34821;0;(0, -0.632451, 0);(16.9157, 5.09987, 4.43126)
Bus;4587;29118;29118;0;(0, -9.82679, 0);(8.62012, 2.67641, 3.89259)
Bus;4915;28227;28227;0;(-7.22028, -2.76502, -0.494284);(7.78, 0.26406, 4.27056)
Bus;7367;42369;42369;0;(0, 0, -0.465848);(8.8068, 4.29352, 2.12651)
Bus;6097;25650;25650;0;(-264.916, -114.81, -0.079234);(32.4819, 580.567, 286.368)
Bus;4096;24888;24888;0;(-9.10837, 0, 0);(0.470615, 5.8165, 2.94406)
Bus;11974;65712;65712;0;(-0.023403, -1.09583, -0.0107424);(5.39852, 1.09583, 2.4654)
Bus;8866;59982;59982;0;(0, 0, 0);(2.80429, 14.1246, 4.22799)
Bus;8963;56925;56925;0;(0, 0, 0);(2.6, 12.828, 4.69562)
Bus;9510;65670;65670;0;(-0.150412, -0.255398, -0.159065);(10.5, 2.61075, 4)
Bus;7075;40023;40023;0;(-6.01787, -1.3592, -1.90012);(6.01787, 1.3592, 1.90012)
Bus;7367;45333;45333;0;(0, 0, -0.064998);(6.76214, 12.3689, 3.37945)
Bus;3155;18774;18774;0;(0, 0, 0);(3.52297, 6.95378, 2.70876)
Bus;5223;28053;28053;0;(-2.85392, -2.57347, 0);(7.80611, 0.3048, 3.3021)
Car;4999;8157;8157;0;(-1.07568, -0.297973, -0.326069);(0.817578, 0.423048, 0.317056)
Car;26709;45234;45234;0;(-1.07968, -0.412317, -0.443219);(0.807784, 0.483085, 0.530837)
Car;38335;57440;57440;0;(-1.02687, -0.424302, -0.541783);(0.904537, 0.625567, 0.405202)
Car;4960;9157;9157;0;(-1.08126, -0.407091, -0.32611);(0.860791, 0.369185, 0.261426)
Car;23527;45452;45452;0;(-0.853657, -0.457605, -0.401928);(0.775096, 0.648322, 0.513055)
Car;8260;16515;16515;0;(-0.780183, -0.462143, -0.260185);(0.917149, 0.384177, 0.217424)
Car;62279;24552;24552;0;(-0.795816, -0.407894, -0.354688);(1.02773, 0.501882, 0.503341)
Car;25495;47667;47667;0;(-1.01145, -0.406955, -0.378776);(0.744895, 0.562323, 0.43)
Car;5153;9168;9168;0;(-1.03804, -0.439167, -0.215415);(0.821696, 0.608145, 0.360576)
Car;2956;4770;4770;0;(-1.09073, -0.381739, -0.482262);(0.789453, 0.499111, 0.397676)
Car;3506;5877;5877;0;(-1.10077, -0.397933, -0.224476);(0.832571, 0.426797, 0.297102)
Car;4978;6755;6755;0;(-0.988723, -0.435632, -0.303878);(0.953373, 0.289791, 0.259793)
Car;29817;37380;37380;0;(-1.04708, -0.360937, -0.349946);(0.84565, 0.351184, 0.283784)
Car;17676;29905;29905;0;(-1.04014, -0.550198, -0.441431);(0.817799, 0.38944, 0.381314)
Car;13728;20980;20980;0;(-1.09774, -0.482563, -0.356135);(0.829673, 0.364336, 0.381147)
Car;7248;11230;11230;0;(-0.938098, -0.314561, -0.386625);(0.906859, 0.494684, 0.357896)
Car;5322;9907;9907;0;(-0.975232, -0.366168, -0.221939);(0.961661, 0.493747, 0.391463)
Car;25807;50126;50126;0;(-0.902505, -0.278279, -0.227012);(1.01378, 0.400048, 0.224402)
Car;15085;24340;24340;0;(-0.934109, -0.297028, -0.429678);(0.952445, 0.435453, 0.309649)
Car;18122;32782;32782;0;(-0.911992, -0.571276, -0.287021);(0.866992, 0.40291, 0.415608)
Car;6148;12263;12263;0;(0, 0, 0);(0.422203, 0.460334, 0.975)
Car;5911;11230;11230;0;(0, 0, 0);(0.442566, 0.396692, 0.975)
Car;7454;15436;15436;0;(0, 0, 0);(0.479235, 0.398424, 0.975)
Car;4952;9223;9223;0;(0, 0, 0);(0.568805, 0.50681, 0.975)
Car;1684;3352;3352;0;(0, 0, 0);(0.505159, 0.495657, 0.975)
Car;2868;5566;5566;0;(0, 0, 0);(0.975, 0.516427, 0.427501)
Car;5914;10880;10880;0;(0, 0, 0);(0.499502, 0.59359, 0.975)
Car;6870;13402;13402;0;(0, 0, 0);(0.975, 0.451866, 0.35359)
Car;8404;16736;16736;0;(0, 0, 0);(0.374098, 0.356087, 0.975)
Car;3655;7234;7234;0;(0, 0, 0);(0.975, 0.327574, 0.342892)
Car;5514;10496;10496;0;(0, 0, 0);(0.375032, 0.296635, 0.975)
Car;15465;31807;31807;0;(0, 0, 0);(0.975, 0.382137, 0.521646)
Car;1644;3260;3260;0;(0, 0, 0);(0.427681, 0.380906, 0.975)
Car;4970;7120;7120;0;(0, 0, 0);(0.975, 0.206406, 0.504835)
Car;24786;50685;50685;0;(0, 0, 0);(0.975, 0.216294, 0.201974)
Car;1621;3269;3269;0;(0, 0, 0);(0.450467, 0.212706, 0.975)
Car;10969;21007;21007;0;(0, 0, 0);(0.391308, 0.210469, 0.975)
Car;4284;7879;7879;0;(0, 0, 0);(0.562902, 0.975, 0.277236)
Car;6514;12769;12769;0;(0, 0, 0);(0.437739, 0.213081, 0.975)
Car;4336;10492;10492;0;(0, 0, 0);(0.975, 0.212635, 0.419927)
Car;47558;95017;95017;0;(0, 0, 0);(0.552566, 0.386434, 0.975)
Car;54710;109357;109357;0;(0, 0, 0);(0.488036, 0.245331, 0.975)
Car;10828;20577;20577;0;(0, 0, 0);(0.58091, 0.250914, 0.975)
Car;6816;11468;11468;0;(0, 0, 0);(0.975, 0.37961, 0.308885)
Car;13106;20844;20844;0;(0, 0, 0);(0.975, 0.420125, 0.288298)
Car;18662;36856;36856;0;(0, 0, 0);(0.457041, 0.260765, 0.975)
Car;250;391;391;0;(0, 0, 0);(0.496361, 0.238391, 0.975)
Car;12279;24863;24863;0;(0, 0, 0);(0.422411, 0.975, 0.288768)
Car;3956;7448;7448;0;(0, 0, 0);(0.438897, 0.324205, 0.975)
Car;7486;14482;14482;0;(0, 0, 0);(0.406739, 0.316635, 0.975)
Car;4275;7958;7958;0;(0, 0, 0);(0.377113, 0.272796, 0.975)
Car;308;580;580;0;(0, 0, 0);(0.412061, 0.269465, 0.975)
Car;2676;4713;4713;0;(0, 0, 0);(0.408249, 0.285988, 0.975)
Car;1830;3640;3640;0;(0, 0, 0);(0.975, 0.354228, 0.42955)
Car;1517;3014;3014;0;(0, 0, 0);(0.426636, 0.338181, 0.975)
Car;10545;21450;21450;0;(0, 0, 0);(0.450612, 0.975, 0.355389)
Car;320;560;560;0;(0, 0, 0);(0.43005, 0.286878, 0.975)
Car;7315;14450;14450;0;(0, 0, 0);(0.975, 0.333125, 0.90681)
Car;18656;37254;37254;0;(0, 0, 0);(0.374326, 0.280749, 0.975)
Car;4168;7412;7412;0;(0, 0, 0);(0.428029, 0.332668, 0.975)
Car;1268;2286;2286;0;(0, 0, 0);(0.975, 0.299075, 0.3993)
Car;2170;4060;4060;0;(0, 0, 0);(0.975, 0.323536, 0.377685)
Car;132;134;134;0;(0, 0, 0);(0.452245, 0.396482, 0.975)
Car;7374;14462;14462;0;(0, 0, 0);(0.384654, 0.287474, 0.975)
Car;15178;29304;29304;0;(0, 0, 0);(0.373905, 0.290989, 0.975)
Car;1503;3653;3653;0;(0, 0, 0);(0.629503, 0.975, 0.500356)
Car;1830;3640;3640;0;(0, 0, 0);(0.975, 0.275461, 0.417512)
Car;8254;16515;16515;0;(0, 0, 0);(0.47597, 0.281105, 0.975)
Car;8492;16860;16860;0;(0, 0, 0);(0.975, 0.264994, 0.420549)
Car;4384;7414;7414;0;(0, 0, 0);(0.475133, 0.345513, 0.975)
Car;386;548;548;0;(0, 0, 0);(0.975, 0.28357, 0.457384)
Car;60326;116378;116378;0;(0, 0, 0);(0.479827, 0.252097, 0.975)
Car;8278;14914;14914;0;(0, 0, 0);(0.975, 0.27926, 0.451815)
Car;9068;15012;15012;0;(0, 0, 0);(0.975, 0.574048, 0.287257)
Car;249;440;440;0;(0, 0, 0);(0.975, 0.266356, 0.57119)
Car;8278;14914;14914;0;(0, 0, 0);(0.975, 0.27926, 0.451815)
Car;9369;17526;17526;0;(0, 0, 0);(0.454282, 0.268448, 0.975)
Car;18528;35465;35465;0;(0, 0, 0);(0.975, 0.267007, 0.44911)
Car;5247;10474;10474;0;(0, 0, 0);(0.975, 0.323204, 0.418813)
Car;1239;1915;1915;0;(0, 0, 0);(0.975, 0.301501, 0.472796)
Car;16607;30255;30255;0;(0, 0, 0);(0.975, 0.419218, 0.322279)
Car;35131;119540;119540;0;(0, 0, 0);(0.975, 0.333696, 0.365631)
Car;8489;16656;16656;0;(0, 0, 0);(0.975, 0.380186, 0.411033)
Car;6943;11791;11791;0;(0, 0, 0);(0.347265, 0.307098, 0.975)
Car;15606;30000;30000;0;(0, 0, 0);(0.416123, 0.541627, 0.975)
Car;21686;43584;43584;0;(0, 0, 0);(0.975, 0.630625, 0.671904)
Car;332;558;558;0;(0, 0, 0);(0.523565, 0.500844, 0.975)
Car;12016;21840;21840;0;(0, 0, 0);(0.975, 0.661064, 0.654089)
Car;616;1110;1110;0;(0, 0, 0);(0.698706, 0.503489, 0.975)
Cellphone;14103;26960;26960;0;(-1.21752, -0.450646, -0.265966);(0.64781, 0.305057, 0.253022)
Cellphone;3500;2481;2481;0;(-0.617663, -0.443575, -0.106936);(1.00284, 0.322637, 0.179809)
Cellphone;20212;36972;36972;0;(-0.936548, -0.405795, -0.334059);(1.0206, 0.370964, 0.10297)
Cellphone;44041;74103;74103;0;(-1.01286, -0.485417, -0.089604);(0.927637, 0.417629, 0.157031)
Cellphone;1230;2380;2380;0;(-0.99916, -0.306454, -0.123066);(0.75987, 0.485364, 0.156643)
Cellphone;5754;11460;11460;0;(-0.799361, -0.383672, -0.147152);(0.781581, 0.335576, 0.086838)
Cellphone;1012;644;644;0;(-0.161981, -0.93762, -0.011327);(0.342809, 0.068043, 0.028113)
Cellphone;6318;11987;11987;0;(-1.13499, -0.385219, -0.166778);(0.806077, 0.433581, 0.265698)
Cellphone;29805;53829;53829;0;(-0.845254, -0.41098, -0.080081);(1.01566, 0.589063, 0.149123)
Cellphone;926;1735;1735;0;(-0.634126, -0.201378, -0.128572);(1.03005, 0.297345, 0.209013)
Cellphone;763;1422;1422;0;(-0.544542, -0.168497, -0.113165);(0.993595, 0.257078, 0.124731)
Cellphone;8796;16102;16102;0;(-0.894174, -0.487487, -0.275139);(1.01316, 0.40069, 0.115174)
Cellphone;16185;59840;59840;0;(-0.994816, -0.278201, -0.060837);(0.494167, 0.267312, 0.196652)
Cellphone;14822;14376;14376;0;(-0.939823, -0.383001, -0.217155);(0.967266, 0.562863, 0.157361)
Cellphone;3120;5956;5956;0;(-0.913337, -0.244785, -0.222912);(0.814794, 0.340604, 0.099092)
Cellphone;5206;9766;9766;0;(-1.0599, -0.592678, -0.150876);(0.813321, 0.446986, 0.182492)
Cellphone;9745;18396;18396;0;(-0.968237, -0.220049, -0.136264);(0.656545, 0.365368, 0.093254)
Cellphone;2408;4580;4580;0;(-0.907351, -0.522068, -0.274709);(0.967494, 0.439696, 0.159693)
Cellphone;3120;5956;5956;0;(-0.886632, -0.227436, -0.222432);(0.836031, 0.333309, 0.094299)
Cellphone;4796;8564;8564;0;(-0.702487, -0.252936, -0.190872);(0.984907, 0.347464, 0.13643)
Chess;380;756;756;0;(-0.192571, -0.139346, -0.141458);(0.251959, 0.139498, 0.141575)
Chess;416;828;828;0;(0, 0, 0);(0.444671, 0.975, 0.444649)
Chess;1474;2944;2944;0;(0, 0, 0);(0.975, 0.512055, 0.512055)
Chess;389;772;772;0;(0, 0, 0);(0.384359, 0.975, 0.384359)
Chess;1542;3080;3080;0;(0, 0, 0);(0.405044, 0.975, 0.405044)
Chess;214;419;419;0;(0, 0, 0);(0.414079, 0.975, 0.414079)
Chess;89;168;168;0;(0, 0, 0);(0.658333, 0.975, 0.658333)
Chess;250;496;496;0;(0, 0, 0);(0.449157, 0.975, 0.449157)
Chess;6727;13450;13450;0;(0, 0, 0);(0.556126, 0.975, 0.55481)
Chess;2386;4750;4750;0;(0, 0, 0);(0.629581, 0.975, 0.622556)
Chess;282;560;560;0;(0, 0, 0);(0.43672, 0.975, 0.43672)
Chess;1182;2360;2360;0;(0, 0, 0);(0.443287, 0.975, 0.443287)
Chess;390;776;776;0;(0, 0, 0);(0.437937, 0.975, 0.437937)
Chess;802;1600;1600;0;(0, 0, 0);(0.518792, 0.975, 0.518792)
Chess;1282;2600;2600;0;(0, 0, 0);(0.42415, 0.975, 0.424153)
Chess;416;828;828;0;(-0.225329, -0.126589, -0.127508);(0.352943, 0.128693, 0.128058)
Chess;390;776;776;0;(-0.30858, -0.15541, -0.155146);(0.404776, 0.154644, 0.154924)
Chess;4002;8000;8000;0;(0, 0, 0);(0.646138, 0.975, 0.645819)
Chess;154;304;304;0;(0, 0, 0);(0.526367, 0.975, 0.526367)
Chess;242;480;480;0;(0, 0, 0);(0.825, 0.975, 0.825)
Chess;3782;7218;7218;0;(0, 0, 0);(0.970478, 0.251514, 0.975)
Chess;7339;14472;14472;0;(0, 0, 0);(0.974998, 0.266023, 0.975)
Chess;25650;50984;50984;0;(0, 0, 0);(0.975, 0.267182, 0.974993)
Chess;60671;121343;121343;0;(0, 0, 0);(0.975, 0.192279, 0.975)
Chess;16803;32997;32997;0;(0, 0, 0);(0.559374, 0.151249, 0.975)
Chess;1182;2360;2360;0;(0, 0, 0);(0.443287, 0.975, 0.443287)
Chess;250;496;496;0;(0, 0, 0);(0.449157, 0.975, 0.449157)
Chess;416;828;828;0;(0, 0, 0);(0.444671, 0.975, 0.444649)
Chess;6727;13450;13450;0;(0, 0, 0);(0.556126, 0.975, 0.55481)
Chess;1542;3080;3080;0;(0, 0, 0);(0.405044, 0.975, 0.405044)
Chess;389;772;772;0;(0, 0, 0);(0.384359, 0.975, 0.384359)
Chess;214;419;419;0;(0, 0, 0);(0.414079, 0.975, 0.414079)
Chess;89;168;168;0;(0, 0, 0);(0.658333, 0.975, 0.658333)
Chess;2386;4750;4750;0;(0, 0, 0);(0.629581, 0.975, 0.622556)
Chess;802;1600;1600;0;(0, 0, 0);(0.518792, 0.975, 0.518792)
Chess;242;480;480;0;(0, 0, 0);(0.825, 0.975, 0.825)
Chess;154;304;304;0;(0, 0, 0);(0.526367, 0.975, 0.526367)
Chess;6094;12184;12184;0;(0, 0, 0);(0.646138, 0.975, 0.645819)
Chess;1474;2944;2944;0;(0, 0, 0);(0.975, 0.512055, 0.512055)
Chess;1282;2600;2600;0;(0, 0, 0);(0.42415, 0.975, 0.424153)
Chess;282;560;560;0;(0, 0, 0);(0.43672, 0.975, 0.43672)
Chess;390;776;776;0;(0, 0, 0);(0.437937, 0.975, 0.437937)
City;6645;7853;7853;0;(0, 0, 0);(0.975, 0.230267, 0.641048)
City;3163;3119;3119;0;(0, 0, 0);(0.975, 0.362786, 0.625857)
City;1049;1948;1948;0;(0, 0, 0);(0.753517, 0.344403, 0.975)
City;6529;10335;10335;0;(0, 0, 0);(0.975, 0.223656, 0.895154)
City;1344;2022;2022;0;(0, 0, 0);(0.840902, 0.0788145, 0.975)
City;1638;1767;1767;0;(0, 0, 0);(0.883788, 0.466607, 0.975)
City;9894;17091;17091;0;(0, 0, 0);(0.975, 0.0934959, 0.842903)
City;5538;9290;9290;0;(0, 0, 0);(0.975, 0.210119, 0.973098)
City;9201;17394;17394;0;(0, 0, 0);(0.975, 0.0798889, 0.928504)
City;7089;13409;13409;0;(0, 0, 0);(0.801993, 0.131825, 0.975)
City;1321;2136;2136;0;(0, 0, 0);(0.500146, 0.215775, 0.975)
City;1380;1337;1337;0;(0, 0, 0);(0.975, 0.301324, 0.975)
City;26070;35805;35805;0;(0, 0, 0);(0.493371, 0.122517, 0.975)
City;2274;3112;3112;0;(0, 0, 0);(0.856228, 0.185283, 0.975)
City;5211;9152;9152;0;(0, 0, 0);(0.975, 0.323101, 0.722926)
City;5804;10712;10712;0;(0, 0, 0);(0.975, 0.345009, 0.975)
City;2341;4217;4217;0;(0, 0, 0);(0.975, 0.063385, 0.925)
City;5137;5327;5327;0;(0, 0, 0);(0.975, 0.236017, 0.641048)
City;14752;16111;16111;0;(0, 0, 0);(0.975, 0.362786, 0.625857)
City;16857;16061;16061;0;(0, 0, 0);(0.975, 0.198499, 0.755089)
City;2274;2938;2938;0;(0, 0, 0);(0.856228, 0.185283, 0.975)
City;5538;9290;9290;0;(0, 0, 0);(0.975, 0.210119, 0.973098)
City;5804;10692;10692;0;(0, 0, 0);(0.975, 0.345009, 0.975)
City;2341;4217;4217;0;(0, 0, 0);(0.975, 0.063385, 0.925)
City;1344;2022;2022;0;(0, 0, 0);(0.840902, 0.078814, 0.975)
City;9201;17394;17394;0;(0, 0, 0);(0.975, 0.079889, 0.928504)
City;1049;1891;1891;0;(0, 0, 0);(0.753517, 0.344403, 0.975)
ClassicPiano;626;3708;3708;0;(0, -0.023757, 0);(2.2514, 1.45439, 1.50402)
ClassicPiano;2027;11958;11958;0;(-0.818664, -1.30573, 0);(0.801163, 1.50226, 1.76339)
ClassicPiano;1611;10902;10902;0;(0, -0.1524, 0);(12.7, 11.0554, 4.27628)
ClassicPiano;5901;33381;33381;0;(0, -12.6335, -30.5165);(46.1645, 47.2239, 27.7809)
ClassicPiano;231;1311;1311;0;(-0.545732, -0.480204, 0);(1.16478, 0.842196, 1.59664)
ClassicPiano;1572;10371;10371;0;(-0.1524, -1.59385, 0);(6.19082, 5.76471, 5.13955)
ClassicPiano;5205;27690;27690;0;(-33.4484, -8.28907, 0);(0, 9.16711, 14.9684)
ClassicPiano;1335;8016;8016;0;(0, -8.64678, 0);(4.27963, 0, 2.06966)
ClassicPiano;7253;43107;43107;0;(-1.30628, -0.467149, 0);(0.740793, 0.514366, 1.43006)
ClassicPiano;1711;10353;10353;0;(-0.074943, -0.734221, 0);(1.82072, 2.54905, 6.57961)
ClassicPiano;6800;31047;31047;0;(0, 0, -0.0931927);(2.55332, 2.72606, 2.02276)
ClassicPiano;1826;9165;9165;0;(0, 0, 0);(8.15513, 4.20455, 2.25358)
ClassicPiano;2369;12150;12150;0;(0, 0, 0);(7.32157, 4.40191, 2.12879)
ClassicPiano;8121;47805;47805;0;(-0.016794, 0, 0);(1.36991, 2.49472, 1.85693)
ClassicPiano;5131;31437;31437;0;(-0.366941, -2.779, 0);(1.52159, 0, 1.93568)
ClassicPiano;3136;15573;15573;0;(0, 0, -0.044535);(4.58903, 8.4901, 5.14909)
ClassicPiano;615;3606;3606;0;(0, -0.395828, 0);(1.54888, 1.2848, 1.57842)
ClassicPiano;750;3345;3345;0;(0, 0, 0);(3.69848, 10.5765, 2.46606)
ClassicPiano;4279;8391;8391;0;(0, 0, 0);(4.70666, 3.46411, 1.93986)
ClassicPiano;204;954;954;0;(-0.892376, -1.32447, 0);(1.24516, 0.403054, 0.980643)
Computer;2591;5109;5109;0;(0, 0, 0);(0.975, 0.648602, 0.66988)
Computer;11463;20749;20749;0;(-79.1844, -123.937, -240.26);(100.824, 291.253, 213.139)
Computer;396;760;760;0;(0, 0, 0);(0.975, 0.698854, 0.950566)
Computer;2503;4217;4217;0;(0, 0, 0);(0.975, 0.477648, 0.724189)
Computer;2986;5666;5666;0;(0, 0, 0);(0.662817, 0.647886, 0.975)
Computer;135;400;400;0;(0, 0, 0);(0.90283, 0.853898, 0.975)
Computer;5026;9528;9528;0;(0, 0, 0);(0.975, 0.699188, 0.950849)
Computer;3935;7734;7734;0;(-1.2227, -0.66435, 0);(1.25249, 0.65371, 3.51795)
Computer;29;43;43;0;(0, 0, 0);(0.806396, 0.806392, 0.975)
Computer;325;618;618;0;(0, 0, 0);(0.910416, 0.736516, 0.975)
Computer;4638;8997;8997;0;(-15.3327, -2.69876, -0.605204);(18.1278, 27.1292, 23.3661)
Computer;4269;6365;6365;0;(0, 0, 0);(0.755085, 0.975, 0.639211)
Computer;46;76;76;0;(0, 0, 0);(0.703571, 0.975, 0.74881)
Computer;668;1092;1092;0;(0, 0, 0);(0.975, 0.750843, 0.897328)
Computer;2986;5666;5666;0;(-123.448, -118.893, 0);(0, 0, 30.5163)
Computer;28;30;30;0;(0, 0, 0);(0.62896, 0.608372, 0.975)
Computer;8163;11211;11211;0;(-32.1405, -132.031, -117.532);(50.0435, 95.3681, 112.08)
Computer;17301;34133;34133;0;(0, 0, 0);(0.929395, 0.533106, 0.975)
Computer;2674;5270;5270;0;(0, 0, 0);(0.777486, 0.4214, 0.975)
Computer;270;538;538;0;(0, 0, 0);(0.909483, 0.852815, 0.975)
Computer;668;1092;1092;0;(0, 0, 0);(0.975, 0.750843, 0.897328)
Computer;28;30;30;0;(0, 0, 0);(0.62896, 0.608372, 0.975)
Computer;29;43;43;0;(0, 0, 0);(0.806396, 0.806392, 0.975)
Computer;2591;5109;5109;0;(0, 0, 0);(0.975, 0.648602, 0.66988)
Computer;46;76;76;0;(0, 0, 0);(0.703571, 0.975, 0.74881)
Computer;2986;5666;5666;0;(0, 0, 0);(0.662817, 0.647886, 0.975)
Computer;17301;34133;34133;0;(0, 0, 0);(0.929395, 0.533106, 0.975)
Computer;2503;4217;4217;0;(0, 0, 0);(0.975, 0.477648, 0.724189)
Computer;284;740;740;0;(0, 0, 0);(0.907078, 0.853794, 0.975)
Computer;396;760;760;0;(0, 0, 0);(0.975, 0.698854, 0.950566)
Computer;270;538;538;0;(0, 0, 0);(0.909483, 0.852815, 0.975)
Computer;325;618;618;0;(0, 0, 0);(0.910416, 0.736516, 0.975)
Computer;5026;9528;9528;0;(0, 0, 0);(0.975, 0.699188, 0.950849)
ComputerKeyboard;805;4113;4113;0;(-25.3572, -9.09765, -0.4699);(0, 0, 0.226463)
ComputerKeyboard;706;3360;3360;0;(0, 0, 0);(0.1143, 0.43815, 0.036337)
ComputerKeyboard;6987;38268;38268;0;(0, 0, 0);(6.04708, 3.86471, 1.35582)
ComputerKeyboard;1043;5118;5118;0;(0, 0, -0.4699);(63.8625, 20.779, 2.02257)
ComputerKeyboard;6193;35826;35826;0;(0, -0.000633, -1.4e-05);(0.43, 0.116331, 0.019035)
ComputerKeyboard;8346;40758;40758;0;(0, -0.535187, 0);(0.779882, 0, 0.606543)
ComputerKeyboard;11072;45807;45807;0;(0, -0.242249, -0.0005);(0.698511, 0, 0.092894)
ComputerKeyboard;1300;7944;7944;0;(0, 0, 0);(1.06935, 0.707306, 0.771269)
ComputerKeyboard;8309;26043;26043;0;(0, -0.014278, 0);(46, 13.8242, 1.58972)
ComputerKeyboard;348;2076;2076;0;(0, -0.787848, 0);(1.31731, 0, 0.801542)
ComputerKeyboard;8460;50064;50064;0;(0, 0, 0);(1.02152, 1.15045, 0.542157)
ComputerKeyboard;1837;10497;10497;0;(0, -0.0008, 0);(1.30542, 0.159395, 0.041277)
ComputerKeyboard;6564;38160;38160;0;(0, -0.002354, 0);(0.45, 0.166113, 0.048376)
ComputerKeyboard;1179;7401;7401;0;(0, -7.66522, 0);(13.2695, 13.436, 2.83986)
ComputerKeyboard;1002;4008;4008;0;(-0.005, -0.006406, 0);(0.453, 0.15633, 0.030751)
ComputerKeyboard;7956;42939;42939;0;(0, -0.180873, -0.182521);(5.6, 2.68959, 0.176906)
ComputerKeyboard;4176;31218;31218;0;(-3.66285, 0, -0.003105);(0, 1.91034, 0.017511)
ComputerKeyboard;6954;40641;40641;0;(0, -0.131705, -0.191566);(153.012, 51.3568, 18.1854)
ComputerKeyboard;1282;7680;7680;0;(-1.61097, 0, 0);(0, 2.52558, 1.21252)
ComputerKeyboard;1646;9150;9150;0;(0, 0, 0);(0.4445, 0.1524, 0.044462)
Cup;235;884;884;0;(-1.20011, -1.00923, -0.801552);(0.741275, 0.933018, 0.770052)
Cup;353;702;702;0;(-0.944876, -0.249332, -0.353669);(0.694881, 0.46521, 0.322506)
Cup;12252;24500;24500;0;(-0.845196, -0.326993, -0.476778);(0.676699, 0.624965, 0.476146)
Cup;2092;3770;3770;0;(-0.547141, -0.838416, -0.659151);(0.914093, 0.568313, 0.741534)
Cup;395;786;786;0;(-0.988675, -0.517514, -0.632965);(0.601485, 0.773412, 0.659266)
Cup;2687;5022;5022;0;(-0.859396, -0.307058, -0.394061);(0.744707, 0.474676, 0.381987)
Cup;2827;5231;5231;0;(-0.760875, -0.433187, -0.354822);(0.908646, 0.281105, 0.356583)
Cup;7114;14224;14224;0;(-0.684795, -0.340553, -0.25451);(0.954906, 0.200958, 0.25516)
Cup;5433;6976;6976;0;(-0.577523, -0.498085, -0.641834);(0.971664, 0.747347, 0.608541)
Cup;10872;21740;21740;0;(-0.864959, -0.204733, -0.307462);(0.833136, 0.464037, 0.307252)
Cup;4710;9420;9420;0;(-0.895845, -0.743936, -0.57885);(0.681886, 0.498029, 0.657532)
Cup;856;888;888;0;(-1.07582, -0.354833, -0.405523);(0.644285, 0.467092, 0.376382)
Cup;13747;24928;24928;0;(-0.714203, -0.516739, -0.396915);(0.774792, 0.344814, 0.380183)
Cup;7102;14200;14200;0;(-0.665391, -0.34733, -0.479933);(1.03476, 0.602043, 0.407467)
Cup;6786;13568;13568;0;(-0.540268, -0.392506, -0.463908);(0.960222, 0.524391, 0.453931)
Cup;1686;3036;3036;0;(-0.835482, -0.301635, -0.282773);(0.97391, 0.236074, 0.255214)
Cup;10318;20331;20331;0;(-1.02336, -0.466564, -0.522179);(0.666301, 0.660126, 0.520628)
Cup;9127;16832;16832;0;(-0.783894, -0.329732, -0.347978);(0.745375, 0.377492, 0.35917)
Cup;2296;3748;3748;0;(-0.7571, -0.688516, -0.758328);(0.784032, 0.68702, 0.615694)
Cup;1553;3102;3102;0;(-1.0525, -0.37905, -0.486175);(0.604467, 0.637049, 0.474396)
Cup;770;1536;1536;0;(0, 0, 0);(0.3425, 0.3425, 0.975)
Cup;1401;2750;2750;0;(0, 0, 0);(0.743052, 0.975, 0.741634)
Cup;502;1000;1000;0;(0, 0, 0);(0.639734, 0.975, 0.61202)
Cup;3008;6012;6012;0;(0, 0, 0);(0.415029, 0.415029, 0.975)
