class; aligned_on_x ; aligned_on_y ; aligned_on_z ; flipped_on_x ; flipped_on_y ; flipped_on_z
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;1;0;0;1;1;1
Gun;1;0;0;1;1;1
Gun;1;0;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;0;1;0;1;1;1
Gun;1;0;0;1;1;1
Gun;1;0;0;1;1;1
Gun;0;0;0;1;1;1
Gun;1;1;1;1;1;1
Gun;0;1;0;1;1;1
Gun;1;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;1;0;1;1
Hand;1;1;1;1;1;1
Hand;0;0;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;1;0;1;1
Hand;0;0;1;1;1;1
Hand;0;0;0;1;1;1
Hand;1;1;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;1;0;1;1
Hand;0;0;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;1;1;1;1;1;1
Hand;0;0;1;1;1;1
Hand;1;1;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;1;0;1;1;1;1
Hand;0;0;1;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hand;0;0;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;1;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;1;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;0;1;1;1;1
Hat;0;0;1;1;1;1
Hat;0;0;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;1;0;1;1;1
Hat;0;0;0;1;1;1
Hat;0;0;0;1;1;1
Helicopter;1;1;1;1;0;0
Helicopter;1;0;0;0;1;1
Helicopter;1;1;1;1;1;0
Helicopter;1;0;0;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;0;1;1
Helicopter;1;0;0;0;1;1
Helicopter;1;1;1;1;1;0
Helicopter;1;1;1;1;0;1
Helicopter;1;1;1;0;0;0
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;0;0
Helicopter;1;0;0;1;0;0
Helicopter;1;1;1;0;1;1
Helicopter;1;1;1;0;1;0
Helicopter;1;1;1;0;0;0
Helicopter;1;1;1;1;1;0
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;0
Helicopter;1;1;1;0;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;1;1;1;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;0;1;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;0;1;1;1;1
Helicopter;1;0;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;1;0;0;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;1;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;0;0;0;1;1;1
Helicopter;0;0;0;1;1;1
House;1;1;1;1;0;0
House;1;1;1;0;1;1
House;1;1;1;0;0;1
House;1;1;1;1;1;1
House;1;1;1;1;0;1
House;1;1;1;1;0;1
House;1;1;1;0;0;1
House;0;0;0;1;1;1
House;1;1;1;0;0;0
House;1;1;1;1;1;1
House;1;1;1;1;1;0
House;1;1;1;0;0;1
House;1;1;1;1;0;0
House;1;1;1;1;1;1
House;1;1;1;1;1;1
House;1;1;1;1;0;0
House;1;1;1;0;0;0
House;1;1;1;1;0;0
House;1;1;1;1;0;1
House;1;1;1;0;1;0
House;1;0;0;1;1;1
House;0;0;0;1;1;1
House;1;0;0;1;1;1
House;1;0;0;1;1;1
House;0;0;0;1;1;1
House;1;0;0;1;1;1
House;0;1;0;1;1;1
House;1;1;1;1;1;1
House;1;0;0;1;1;1
House;0;0;0;1;1;1
House;0;0;0;1;1;1
House;0;0;0;1;1;1
House;0;0;0;1;1;1
House;1;0;0;1;1;1
House;1;0;0;1;1;1
House;0;1;0;1;1;1
House;0;0;0;1;1;1
House;1;0;0;1;1;1
House;1;1;1;1;1;1
House;1;1;1;1;1;1
House;1;1;1;1;1;1
House;1;1;1;1;1;1
House;0;0;0;1;1;1
House;1;0;0;1;1;1
House;1;1;1;1;1;1
House;0;0;0;1;1;1
HumanHead;0;1;0;0;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;1;0;0;0;1
HumanHead;0;1;0;0;1;1
HumanHead;0;1;0;1;0;1
HumanHead;0;0;1;0;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;1;0;1;0;1
HumanHead;0;0;1;0;1;1
HumanHead;0;0;0;1;0;1
HumanHead;1;0;0;0;0;1
HumanHead;0;1;0;1;1;0
HumanHead;1;1;1;1;0;1
HumanHead;1;0;0;0;0;1
HumanHead;0;1;0;0;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;1;0;0;1;1;1
HumanHead;0;0;0;1;0;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;1;1;1;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;1;1;1;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;1;0;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;1;0;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;0;0;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;0;1;1;1;1
HumanHead;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;1;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;1;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;0;0;1;1;1
Humanoid;0;1;0;1;1;1
Humanoid;0;0;0;1;1;1
Insect;1;1;1;1;1;0
Insect;1;1;1;0;0;0
Insect;0;0;1;1;1;0
Insect;0;0;1;1;0;0
Insect;1;1;1;0;1;0
Insect;1;1;1;0;1;0
Insect;1;1;1;0;1;1
Insect;0;0;1;0;0;1
Insect;1;1;1;1;1;1
Insect;1;1;1;0;0;0
Insect;1;1;1;0;1;1
Insect;1;1;1;0;1;0
Insect;1;1;1;1;1;0
Insect;1;1;1;0;1;1
Insect;1;1;1;0;1;0
Insect;1;1;1;1;0;0
Insect;1;1;1;0;0;1
Insect;1;1;1;0;0;1
Insect;0;0;1;1;1;0
Insect;1;1;1;1;0;0
Insect;1;1;1;1;0;0
Insect;1;1;1;0;1;0
Insect;1;1;1;0;0;0
Insect;0;1;1;0;0;1
Insect;1;1;1;0;1;1
Insect;1;1;1;0;1;1
Insect;1;1;1;1;1;0
Insect;1;1;1;1;1;1
Insect;1;1;1;0;1;0
Insect;1;1;1;1;1;1
Insect;1;1;1;0;1;0
Insect;1;1;1;0;0;0
Insect;1;1;1;0;0;0
Insect;1;1;1;0;1;1
Insect;1;1;1;0;1;1
Insect;1;1;1;0;0;1
Insect;1;1;1;1;0;0
Insect;0;0;1;0;0;1
Insect;1;1;1;1;0;0
Insect;1;1;1;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;1;1;1;1
Insect;1;1;1;1;1;1
Insect;1;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;1;0;1;1;1;1
Insect;1;1;1;1;1;1
Insect;1;0;0;1;1;1
Insect;1;0;0;1;1;1
Insect;1;0;0;1;1;1
Insect;1;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;1;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;1;0;0;1;1;1
Insect;1;0;0;1;1;1
Insect;0;0;1;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;0;0;0;1;1;1
Insect;1;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;1;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;1;0;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;1;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;1;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;0;0;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;1;1;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;1;1;1;1
Jet;0;0;0;1;1;1
Jet;1;1;0;1;1;1
Jet;0;0;0;1;1;1
Jet;0;0;0;1;1;1
Knife;0;0;1;1;1;1
Knife;1;1;1;1;1;1
Knife;1;0;0;1;0;1
Knife;1;0;0;1;1;1
Knife;1;1;1;1;0;1
Knife;0;0;0;1;1;0
Knife;1;1;1;1;0;1
Knife;0;0;0;1;1;1
Knife;1;1;1;1;1;1
Knife;1;0;0;0;1;1
Knife;0;0;1;0;0;1
Knife;0;0;1;1;0;0
Knife;1;1;1;1;1;0
Knife;0;1;0;1;1;1
Knife;1;1;1;1;1;1
Knife;1;1;1;1;1;0
Knife;1;1;1;1;1;1
Knife;1;1;1;1;1;1
Knife;1;1;1;1;1;1
Knife;0;0;1;1;1;1
Knife;0;1;0;1;1;1
Knife;0;0;0;1;1;1
Knife;1;1;1;1;1;1
Knife;1;1;1;1;1;1
Knife;0;1;0;1;1;1
Knife;0;0;1;1;1;1
Knife;0;1;0;1;1;1
MilitaryVehicle;1;1;1;0;0;0
MilitaryVehicle;1;1;1;0;1;0
MilitaryVehicle;1;1;1;0;1;0
MilitaryVehicle;1;1;1;0;1;1
MilitaryVehicle;1;1;1;0;0;1
MilitaryVehicle;1;1;1;1;1;1
MilitaryVehicle;1;1;1;0;1;0
MilitaryVehicle;1;1;1;1;1;1
MilitaryVehicle;1;1;1;0;1;0
MilitaryVehicle;1;1;1;0;0;1
MilitaryVehicle;1;1;1;0;1;1
MilitaryVehicle;1;1;1;0;1;0
MilitaryVehicle;1;1;1;0;1;1
MilitaryVehicle;1;1;1;1;1;0
MilitaryVehicle;1;1;1;0;0;1
MilitaryVehicle;1;1;1;0;1;1
MilitaryVehicle;1;1;1;1;1;0
MilitaryVehicle;1;1;1;1;1;1
MilitaryVehicle;1;1;1;1;1;0
MilitaryVehicle;1;1;1;1;1;0
Monitor;1;1;1;1;1;1
Monitor;1;1;1;0;0;0
Monitor;1;1;1;0;0;0
Monitor;1;1;1;0;0;1
Monitor;1;1;1;1;0;1
Monitor;0;1;1;0;1;1
Monitor;1;1;1;1;0;0
Monitor;1;1;1;1;0;1
Monitor;1;1;1;0;0;1
Monitor;0;0;1;0;0;0
Monitor;0;0;1;1;1;1
Monitor;1;1;1;1;0;1
Monitor;1;1;1;1;0;1
Monitor;1;1;1;1;0;0
Monitor;0;0;1;1;0;0
Monitor;1;1;1;0;0;0
Monitor;1;1;1;1;0;0
Monitor;1;1;1;1;0;1
Monitor;1;1;1;1;0;1
Monitor;0;0;1;0;0;1
Monoplane;1;1;1;0;1;1
Monoplane;1;1;1;0;1;0
Monoplane;1;1;1;1;1;1
Monoplane;1;1;1;1;0;0
Monoplane;1;1;1;1;0;1
Monoplane;1;1;1;0;1;1
Monoplane;1;1;1;0;1;1
Monoplane;1;1;1;0;1;1
Monoplane;1;1;1;0;0;0
Monoplane;1;1;1;1;1;1
Monoplane;1;1;1;1;0;1
Monoplane;1;1;1;1;1;1
Monoplane;0;0;1;0;0;0
Monoplane;0;0;1;1;0;0
Monoplane;1;1;1;0;0;1
Monoplane;1;1;1;1;0;1
Monoplane;1;1;1;0;1;1
Monoplane;1;1;1;1;1;1
Monoplane;1;1;1;1;0;1
Monoplane;1;1;1;0;0;1
Motorcycle;1;1;1;1;0;0
Motorcycle;1;1;1;0;0;0
Motorcycle;1;1;1;1;1;1
Motorcycle;1;1;1;0;0;1
Motorcycle;1;1;1;0;0;0
Motorcycle;1;1;1;1;0;1
Motorcycle;1;1;1;0;1;0
Motorcycle;1;1;1;0;1;1
Motorcycle;1;1;1;0;0;1
Motorcycle;1;1;1;0;0;1
Motorcycle;1;1;1;0;1;0
Motorcycle;1;1;1;0;0;0
Motorcycle;1;1;1;1;1;1
Motorcycle;1;1;1;1;1;1
Motorcycle;1;1;1;1;0;0
Motorcycle;1;1;1;1;1;0
Motorcycle;1;1;1;1;0;1
Motorcycle;1;1;1;0;0;0
Motorcycle;1;1;1;0;0;1
Motorcycle;1;1;1;0;1;1
Motorcycle;1;1;1;1;1;1
Motorcycle;0;1;0;1;1;1
Motorcycle;0;1;0;1;1;1
Motorcycle;1;0;0;1;1;1
Motorcycle;0;1;0;1;1;1
Motorcycle;0;1;0;1;1;1
Mug;1;1;1;1;0;1
Mug;1;1;1;0;1;1
Mug;1;1;1;1;0;0
Mug;1;1;1;1;0;1
Mug;1;1;1;0;1;1
Mug;1;1;1;1;1;0
Mug;1;1;1;0;0;1
Mug;1;1;1;0;0;0
Mug;1;1;1;0;1;1
Mug;1;1;1;1;1;1
Mug;1;1;1;1;1;0
Mug;1;1;1;0;1;1
Mug;1;1;1;1;1;1
Mug;1;0;1;0;1;0
Mug;1;1;1;1;0;1
Mug;1;0;0;0;0;1
Mug;1;1;1;0;1;1
Mug;0;0;1;1;0;0
Mug;1;1;1;0;1;0
Mug;1;1;1;0;1;0
Mug;0;0;1;1;1;1
Mug;1;1;1;1;1;1
Mug;1;0;0;1;1;1
Mug;0;0;1;1;1;1
Mug;0;0;1;1;1;1
Mug;0;0;1;1;1;1
MultiSeat;1;1;1;1;1;0
MultiSeat;1;1;1;0;0;1
MultiSeat;1;1;1;0;1;1
MultiSeat;1;1;1;1;0;0
MultiSeat;1;1;1;1;0;1
MultiSeat;1;1;1;1;1;0
MultiSeat;1;1;1;0;0;0
MultiSeat;1;1;1;0;1;0
MultiSeat;1;1;1;0;0;0
MultiSeat;1;1;1;0;1;0
MultiSeat;1;1;1;1;0;0
MultiSeat;1;1;1;0;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;0;1;0
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;0;1;0
MultiSeat;1;1;1;0;1;0
MultiSeat;1;1;1;0;0;0
MultiSeat;1;1;1;1;0;1
MultiSeat;1;1;1;1;0;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;0;1;0;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;0;0;0;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;1;1;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;0;0;0;1;1;1
MultiSeat;1;0;0;1;1;1
MultiSeat;0;0;1;1;1;1
MultiSeat;0;1;0;1;1;1
Musical_Instrument;1;1;1;1;1;1
Musical_Instrument;1;1;1;1;1;1
Musical_Instrument;0;0;1;1;1;1
Musical_Instrument;1;1;1;1;1;1
Musical_Instrument;1;1;1;1;1;1
Musical_Instrument;0;0;1;1;1;1
Musical_Instrument;1;1;1;1;1;1
Musical_Instrument;0;0;1;1;1;1
Musical_Instrument;0;0;1;1;1;1
Musical_Instrument;1;0;0;1;1;1
Musical_Instrument;0;0;0;1;1;1
Musical_Instrument;1;0;0;1;1;1
Musical_Instrument;0;0;1;1;1;1
Musical_Instrument;1;1;1;1;1;1
Musical_Instrument;0;0;1;1;1;1
Musical_Instrument;0;0;0;1;1;1
Musical_Instrument;0;0;0;1;1;1
Musical_Instrument;0;0;0;1;1;1
Musical_Instrument;0;0;0;1;1;1
Musical_Instrument;0;0;0;1;1;1
Musical_Instrument;0;0;0;1;1;1
NonWheelChair;1;0;1;1;1;0
NonWheelChair;1;1;1;1;0;0
NonWheelChair;1;1;1;0;1;1
NonWheelChair;1;1;1;1;1;1
NonWheelChair;1;0;0;0;1;1
NonWheelChair;1;1;1;0;0;1
NonWheelChair;1;1;1;0;1;1
NonWheelChair;1;1;1;0;0;0
NonWheelChair;1;1;1;0;1;1
NonWheelChair;1;1;1;1;1;1
NonWheelChair;1;1;1;1;0;1
NonWheelChair;1;1;1;0;0;1
NonWheelChair;1;1;1;1;1;1
NonWheelChair;1;1;1;1;0;0
NonWheelChair;1;1;1;1;1;1
NonWheelChair;1;1;1;0;1;1
NonWheelChair;1;1;1;0;1;1
NonWheelChair;1;1;1;0;1;1
NonWheelChair;1;1;1;1;1;0
NonWheelChair;1;1;1;1;1;0
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
